conversation_history	query	rewrited_query	answer	unique_idx	candidates
['turn 1: Map out all active timers. -> All set: 1 minute - Water plants, 7 minutes - Stretch, 15 minutes - Conference call, 2 hours - Movie download.']	Fetch the contact information from the following URI: 'contact://social/twitter/@user'.	Fetch the contact information from the following URI: 'contact://social/twitter/@user'.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://social/twitter/@user'}}	ACTION_SHOW_TIMERS-1885-get_contact_info_from_uri-1_NR	['get_contact_info_from_uri', 'ACTION_VIEW_SENT_MESSAGES', 'launch_application', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_WEB_HISTORY']
['turn 1: Make default ringtone ID 200: content://media/external/audio/media/200 -> Your ringtone has been switched to the specified audio (ID 200).']	I am experiencing issues with my internet connection. Can you open the APN settings?	I am experiencing issues with my internet connection. Can you open the APN settings?	{'plan': 'open_settings', 'arguments': {'setting_type': 'apn'}}	ACTION_SET_RINGTONE-1608-open_settings-1_NR	['web_search', 'ACTION_VIEW_EVENT', 'search_location', 'ACTION_OPEN_CONTENT', 'open_settings']
['turn 1: Please open document at content://documents/doc/45 to make some edits. -> Sure thing—opening your document at content://documents/doc/45 now.']	Show me my Wi-Fi settings to check my connection status.	Show me my Wi-Fi settings to check my connection status.	{'plan': 'open_settings', 'arguments': {'setting_type': 'wifi'}}	ACTION_EDIT_DOCUMENT-1512-open_settings-1_NR	['send_message', 'get_contact_info_from_uri', 'open_settings', 'ACTION_VIEW_EVENT', 'ACTION_VIDEO_CAPTURE']
"[""turn 1: Please show me 'Electronic Dance'. -> Here’s your 'Electronic Dance' mix: Titanium; Wake Me Up; Clarity.""]"	I need to activate my airplane mode. Open the airplane mode settings.	I need to activate my airplane mode. Open the airplane mode settings.	{'plan': 'open_settings', 'arguments': {'setting_type': 'airplane_mode'}}	ACTION_VIEW_PLAYLIST-2152-open_settings-1_NR	['ACTION_PICK', 'open_settings', 'ACTION_NAVIGATE_TO_LOCATION', 'INTENT_ACTION_VIDEO_CAMERA', 'send_email']
['turn 1: Make visible my phone call records. -> Phone call records: Bob +1-872-1285 (Missed) - Today 10:25 AM; Charlie +1-650-1234 (Incoming) - Today 9:05 AM; Dave +1-415-987-6543 (Outgoing) - Yesterday 8:50 PM']	Hey, open up the network settings for me. I'm trying to adjust my wireless preferences.	Hey, open up the network settings for me. I'm trying to adjust my wireless preferences.	{'plan': 'open_settings', 'arguments': {'setting_type': 'wireless'}}	ACTION_VIEW_CALL_LOG-1940-open_settings-1_NR	['launch_application', 'open_settings', 'ACTION_VIEW_PLAYLIST', 'ACTION_EDIT_CONTACT', 'ACTION_OPEN_DOCUMENT']
['turn 1: At 1:05 PM, set an alarm for lunch break. -> Got it! Alarm (alarm_no3) set for 1:05 PM: Lunch break.']	Could you please take me to the general settings page?	Could you please take me to the general settings page?	{'plan': 'open_settings', 'arguments': {'setting_type': 'general'}}	ACTION_SET_ALARM-556-open_settings-1_NR	['ACTION_SET_TIMER', 'open_settings', 'play_video', 'ACTION_PICK', 'send_email']
['turn 1: Show me the input method settings. -> Input method settings opened successfully—choose your preferred input method.']	Access general system settings for configuration purposes.	Access general system settings for configuration purposes.	{'plan': 'open_settings', 'arguments': {'setting_type': 'general'}}	open_settings-1100-open_settings-1_NR	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'open_settings', 'play_music', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_OPEN_DOCUMENT']
"[""turn 1: Open playlist 'Hipster Indie'. -> Playlist 'Hipster Indie': Dog Days Are Over; Skinny Love; Electric Feel.""]"	I would like to change my language preferences. Could you open the language & input settings?	I would like to change my language preferences. Could you open the language & input settings?	{'plan': 'open_settings', 'arguments': {'setting_type': 'locale'}}	ACTION_VIEW_PLAYLIST-2151-open_settings-1_NR	['ACTION_SET_RINGTONE', 'ACTION_IMAGE_CAPTURE', 'ACTION_VIDEO_CAPTURE', 'send_email', 'open_settings']
['turn 1: Display the 3D model at content://models/ship.obj -> Opening 3D model from content://models/ship.obj. Dive into that ship design now!']	I'm having trouble with my SD card. Open the memory card settings for me.	I'm having trouble with my SD card. Open the memory card settings for me.	{'plan': 'open_settings', 'arguments': {'setting_type': 'memory_card'}}	ACTION_OPEN_CONTENT-275-open_settings-1_NR	['ACTION_VIEW_CALL_LOG', 'open_settings', 'ACTION_SHOW_TIMERS', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_CONTACT']
['turn 1: Choose several PPT slideshows. -> Got it! Feel free to pick multiple PowerPoint slideshow files (.ppt).']	Access the internal storage settings for my device, please.	Access the internal storage settings for my device, please.	{'plan': 'open_settings', 'arguments': {'setting_type': 'internal_storage'}}	ACTION_OPEN_DOCUMENT-153-open_settings-1_NR	['ACTION_EDIT_CONTACT', 'ACTION_VIEW_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SET_RINGTONE', 'open_settings']
"[""turn 1: Modify alarm 19 for 20:20, message 'Dinner', disable vibration. -> Alarm 19 scheduled for 8:20\xa0PM, labeled 'Dinner', vibration disabled.""]"	Could you help me find the location settings on my phone?	Could you help me find the location settings on my phone?	{'plan': 'open_settings', 'arguments': {'setting_type': 'location'}}	ACTION_EDIT_ALARM-1657-open_settings-1_NR	['ACTION_INSERT_CONTACT', 'ACTION_VIEW_PLAYLIST', 'open_settings', 'ACTION_SHOW_ALARMS', 'ACTION_NAVIGATE_TO_LOCATION']
"[""turn 1: Please schedule 'Web Development Class' on May 5, 2024 from 5 PM to 7 PM at Tech Hub classroom. -> Web Development Class on May\xa05,\xa02024 from 5:00\xa0PM to 7:00\xa0PM at Tech Hub classroom has been added to your calendar. Event URI: content://calendar/event/1""]"	I want to review my device's safety features; please open the security settings.	I want to review my device's safety features; please open the security settings.	{'plan': 'open_settings', 'arguments': {'setting_type': 'security'}}	ACTION_INSERT_EVENT-476-open_settings-1_NR	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_EDIT_CONTACT', 'ACTION_SHOW_TIMERS', 'open_settings', 'ACTION_SET_RINGTONE']
['turn 1: Bring up missed, answered, and dialed calls. -> Missed, answered, and dialed calls: Yara +1-617-555-0128 (Missed) - Today 3:15 PM; Zach +1-503-555-0136 (Incoming) - Today 7:40 AM; Alice +1-302-3782 (Outgoing) - Yesterday 4:00 PM']	Show me the display settings so I can calibrate my screen brightness.	Show me the display settings so I can calibrate my screen brightness.	{'plan': 'open_settings', 'arguments': {'setting_type': 'display'}}	ACTION_VIEW_CALL_LOG-1939-open_settings-1_NR	['play_video', 'open_settings', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIDEO_CAPTURE', 'search_location']
['turn 1: Select a PowerPoint presentation. -> Okay, please choose a PowerPoint presentation file.']	Can you take me to the input method settings? I need to change my keyboard layout.	Can you take me to the input method settings? I need to change my keyboard layout.	{'plan': 'open_settings', 'arguments': {'setting_type': 'input_method'}}	ACTION_OPEN_DOCUMENT-152-open_settings-1_NR	['ACTION_SET_TIMER', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_SHOW_TIMERS', 'dial', 'open_settings']
['turn 1: Show me where Mount Kilimanjaro stands. -> Mount Kilimanjaro is at 3.0674°\xa0S, 37.3556°\xa0E—displaying it on your map now.']	I need to adjust the clock on my device. Open the date and time settings, please.	I need to adjust the clock on my device. Open the date and time settings, please.	{'plan': 'open_settings', 'arguments': {'setting_type': 'date'}}	search_location-1162-open_settings-1_NR	['open_settings', 'ACTION_SHOW_TIMERS', 'get_contact_info', 'ACTION_SET_RINGTONE', 'ACTION_EDIT_CONTACT']
['turn 1: Navigate to Language & Input so I can add another keyboard layout. -> Language & Input settings are now open so you can add a new keyboard.']	Please open the Bluetooth settings so I can pair my new headphones.	Please open the Bluetooth settings so I can pair my new headphones.	{'plan': 'open_settings', 'arguments': {'setting_type': 'bluetooth'}}	open_settings-1099-open_settings-1_NR	['open_settings', 'ACTION_SHOW_TIMERS', 'ACTION_INSERT_CONTACT', 'ACTION_VIEW_CONTACT', 'search_location']
['turn 1: Trim and mute content://performances/theater.mp4 between 10s and 120s. -> Perfect! I’ve extracted the 10s–2m segment from theater.mp4 and muted the audio. Your edited file is here: content://media/edited_video_004.mp4.']	I want to choose a document that's in PDF format from my files.	I want to choose a document that's in PDF format from my files.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['application/pdf']}}	ACTION_EDIT_VIDEO-1729-ACTION_OPEN_DOCUMENT-1_NR	['open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_WEB_HISTORY', 'get_contact_info_from_uri', 'ACTION_OPEN_DOCUMENT']
['turn 1: Set a twenty-five minute timer without any confirmation dialogues. -> Starting a 25-minute timer now—no prompts needed.']	I need several images; allow me to open multiple image files for persistent access.	I need several images; allow me to open multiple image files for persistent access.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['image/*'], 'allow_multiple': True}}	ACTION_SET_TIMER-652-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_SET_RINGTONE', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_EVENT', 'ACTION_EDIT_ALARM', 'ACTION_GET_CONTENT']
"[""turn 1: I want to choose a single PDF report. -> Here's the report you selected: content://docs/annual_report.pdf""]"	Could you let me pick a single text file from my device?	Could you let me pick a single text file from my device?	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['text/plain']}}	ACTION_GET_CONTENT-174-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_OPEN_CONTENT', 'ACTION_EDIT_ALARM', 'get_contact_info_from_uri', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_CALL_LOG']
['turn 1: Please show the apps that were open most recently. -> Apps opened recently: Maps, Messages, YouTube, Chrome.']	Help me open a PDF file I can edit long-term.	Help me open a PDF file I can edit long-term.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['application/pdf']}}	ACTION_VIEW_RECENT_APPS-2213-ACTION_OPEN_DOCUMENT-1_NR	['send_message', 'ACTION_VIEW_EVENT', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_CALL_LOG', 'ACTION_PICK']
['turn 1: Could you launch the MX Player to play this segment: rtsp://example.com/segment.sdp -> MX Player is streaming rtsp://example.com/segment.sdp now. Playback has started.']	From my device, I want to open a single image file for persistent use.	From my device, I want to open a single image file for persistent use.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['image/*']}}	play_video-1437-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_OPEN_DOCUMENT', 'ACTION_SET_ALARM', 'get_contact_info', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_SENT_MESSAGES']
"[""turn 1: I'd like to create a new PowerPoint slide deck titled DraftDeck.pptx. -> DraftDeck.pptx is ready! You can find it here: content://documents/DraftDeck.pptx.""]"	Please open documents of type PDF and text. I would like the option to select more than one file.	Please open documents of type PDF and text. I would like the option to select more than one file.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['application/pdf', 'text/plain'], 'allow_multiple': True}}	ACTION_CREATE_DOCUMENT-16-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_VIEW_CONTACT', 'ACTION_PICK', 'ACTION_EDIT_VIDEO', 'ACTION_EDIT_ALARM', 'ACTION_OPEN_DOCUMENT']
['turn 1: Would you mind showing the record located at content://contacts/people/1025? -> Sure, here’s what’s on file:\n• Sophia Wilson\n• 📞 (555) 890-1234\n• 📧 sophia.wilson@example.com\nRecord URI: content://contacts/people/1025']	I need a document viewer to pick a plain text file – please open the file dialog for text documents.	I need a document viewer to pick a plain text file – please open the file dialog for text documents.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['text/plain']}}	ACTION_VIEW_CONTACT-777-ACTION_OPEN_DOCUMENT-1_NR	['open_settings', 'ACTION_OPEN_DOCUMENT', 'web_search', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_RECENT_APPS']
['turn 1: Launch Bluetooth settings so I can connect to my headset. -> Bluetooth settings are open and ready for you to connect your headset.']	Open the file chooser for image documents, and allow me to pick multiple files if necessary.	Open the file chooser for image documents, and allow me to pick multiple files if necessary.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['image/*'], 'allow_multiple': True}}	open_settings-1097-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_GET_CONTENT', 'ACTION_VIEW_EVENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
['turn 1: Could you change the company of contact content://contacts/people/steph to GameWorks and update the address to 50 Arcade Dr? -> Opening the editor for Steph (content://contacts/people/steph) with company GameWorks and address 50 Arcade Dr.']	I want to launch a file picker to select a PDF document from my cloud storage.	I want to launch a file picker to select a PDF document from my cloud storage.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['application/pdf']}}	ACTION_EDIT_CONTACT-91-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_EDIT_VIDEO', 'get_contact_info', 'ACTION_INSERT_EVENT', 'ACTION_SHOW_TIMERS', 'ACTION_OPEN_DOCUMENT']
"[""turn 1: Use the camera app to take photo. -> All set! Your photo's been snapped and saved at content://photos/DCIM/Camera/IMG_5678.jpg.""]"	Find me an external document that is a plain text file.	Find me an external document that is a plain text file.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['text/plain']}}	ACTION_IMAGE_CAPTURE-367-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_OPEN_DOCUMENT', 'send_email', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_INSERT_CONTACT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
['turn 1: Launch the still camera so I can take a shot. -> Still-image camera opened.']	I'm looking for image files to attach to my report. Could you let me choose multiple images?	I'm looking for image files to attach to my report. Could you let me choose multiple images?	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['image/*'], 'allow_multiple': True}}	INTENT_ACTION_STILL_IMAGE_CAMERA-854-ACTION_OPEN_DOCUMENT-1_NR	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_OPEN_DOCUMENT', 'ACTION_GET_CONTENT', 'dial', 'get_contact_info']
['turn 1: Show me the way to 350 Fifth Avenue, New York, NY. -> 350 Fifth Avenue, New York, NY navigation initiated. Follow the turn-by-turn instructions.']	I need to select documents in both text and PDF formats. I plan to pick more than one file; please enable multiple selections.	I need to select documents in both text and PDF formats. I plan to pick more than one file; please enable multiple selections.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['text/plain', 'application/pdf'], 'allow_multiple': True}}	ACTION_NAVIGATE_TO_LOCATION-1760-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_SHOW_ALARMS', 'launch_application', 'ACTION_OPEN_DOCUMENT', 'ACTION_GET_CONTENT', 'ACTION_EDIT_VIDEO']
"[""turn 1: Bring up the 'Classic Blues' playlist. -> Here’s 'Classic Blues': The Thrill Is Gone; Sweet Home Chicago; Stormy Monday.""]"	Allow me to browse and select a PDF file from my files.	Allow me to browse and select a PDF file from my files.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['application/pdf']}}	ACTION_VIEW_PLAYLIST-2148-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_SET_TIMER', 'ACTION_VIEW_CALL_LOG', 'play_video', 'get_contact_info_from_uri', 'ACTION_OPEN_DOCUMENT']
['turn 1: I want to pull the recent app list. -> Your recent apps list: Camera; Chrome; WhatsApp; Settings.']	Help me open a document that's in PDF format for long-term editing.	Help me open a document that's in PDF format for long-term editing.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['application/pdf']}}	ACTION_VIEW_RECENT_APPS-2212-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_VIDEO_CAPTURE', 'ACTION_OPEN_DOCUMENT', 'search_location', 'ACTION_EDIT_CONTACT', 'ACTION_GET_CONTENT']
"[""turn 1: I want to dispatch an email to contact@vendor.org with subject 'RFQ Submission' and attach file:///rfq.docx and file:///pricing.xlsx. -> RFQ Submission email sent to contact@vendor.org with both RFQ and pricing files attached.""]"	Can you open an image file for me? I'm looking for persistent access to it.	Can you open an image file for me? I'm looking for persistent access to file:///rfq.docx.	{'plan': 'ACTION_OPEN_DOCUMENT', 'arguments': {'mime_types': ['image/*']}}	send_email-1225-ACTION_OPEN_DOCUMENT-1_NR	['ACTION_NAVIGATE_TO_LOCATION', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_OPEN_DOCUMENT', 'dial', 'ACTION_SET_TIMER']
"[""turn 1: Open 'Gym Beats'. -> Playlist 'Gym Beats': Stronger; Eye of the Tiger; Can't Hold Us.""]"	I require a full summary of the contact details from /contacts/adam.	I require a full summary of the contact details from /contacts/adam.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contacts/adam'}}	ACTION_VIEW_PLAYLIST-2147-get_contact_info-1_NR	['play_video', 'get_contact_info', 'ACTION_SHOW_TIMERS', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_PICK']
"[""turn 1: Kindly email subscribe@newsletter.com with subject 'Please subscribe me' and no body. -> Subscription request sent to subscribe@newsletter.com with the subject 'Please subscribe me'.""]"	Please fetch the email address for the contact located at /profile/john.doe.	Please fetch the email address for the contact located at /profile/john.doe.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/profile/john.doe', 'info_type': 'email'}}	send_email-1221-get_contact_info-1_NR	['ACTION_SHOW_ALARMS', 'ACTION_INSERT_CONTACT', 'ACTION_GET_CONTENT', 'get_contact_info', 'ACTION_IMAGE_CAPTURE']
"['turn 1: Add \'Confidential – internal use only\' to content://documents/doc/637. -> Inserted ""Confidential – internal use only"" into document content://documents/doc/637. Ready for your next edits.']"	Can you get the phone number that belongs to /contacts/mary_phone?	Can you get the phone number that belongs to /contacts/mary_phone?	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contacts/mary_phone', 'info_type': 'phone'}}	ACTION_EDIT_DOCUMENT-1563-get_contact_info-1_NR	['send_message', 'get_contact_info', 'INTENT_ACTION_VIDEO_CAMERA', 'web_search', 'ACTION_IMAGE_CAPTURE']
"[""turn 1: I need navigation to 500 Terry Francois Blvd, San Francisco, CA. -> I've loaded the route to 500 Terry Francois Blvd, San Francisco, CA. Navigation began.""]"	I need a summary of the contact details for /contacts/bob_jones.	I need a summary of the contact details for /contacts/bob_jones.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contacts/bob_jones'}}	ACTION_NAVIGATE_TO_LOCATION-1757-get_contact_info-1_NR	['ACTION_SET_TIMER', 'ACTION_PICK', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info', 'send_email']
['turn 1: Please amend content://contacts/people/anthony by updating the email to ant.hony@mail.com. -> Opening editor for Anthony (content://contacts/people/anthony), pre-filling email: ant.hony@mail.com.']	Retrieve the address from the contact record at /user/info/sandra.	Retrieve the address from the contact record at /user/info/sandra.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/user/info/sandra', 'info_type': 'address'}}	ACTION_EDIT_CONTACT-90-get_contact_info-1_NR	['get_contact_info', 'play_music', 'ACTION_SET_RINGTONE', 'ACTION_OPEN_CONTENT', 'ACTION_SET_TIMER']
"[""turn 1: Add Ellen Ripley: email ellen@weylandyutani.com and note 'Warrant officer'. -> Ellen Ripley’s contact has been created (Warrant officer). Lookup ID: content://contacts/people/ellen_ripley""]"	What is the contact summary for the URI /directory/contact_456?	What is the contact summary for the URI /directory/contact_456?	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/directory/contact_456'}}	ACTION_INSERT_CONTACT-424-get_contact_info-1_NR	['ACTION_SET_ALARM', 'ACTION_SET_RINGTONE', 'launch_application', 'get_contact_info', 'ACTION_VIEW_EVENT']
"[""turn 1: Show me what's listed in content://contacts/people/1024. -> Displaying record:\nName: Liam Martin\nPhone: (555) 789-0123\nEmail: liam.martin@example.io\nURI: content://contacts/people/1024""]"	Need to acquire the email address for the contact at /contacts/lily-email.	Need to acquire the email address for the contact at /contacts/lily-email.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contacts/lily-email', 'info_type': 'email'}}	ACTION_VIEW_CONTACT-776-get_contact_info-1_NR	['get_contact_info', 'ACTION_SET_TIMER', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_CONTACT', 'ACTION_OPEN_CONTENT']
['turn 1: Get ready for me to take a picture—start the camera. -> The camera is ready to take a picture.']	Looking up the phone information from contact /contacts/alan_smith. Can you help?	Looking up the phone information from contact /contacts/alan_smith. Can you help?	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contacts/alan_smith', 'info_type': 'phone'}}	INTENT_ACTION_STILL_IMAGE_CAMERA-853-get_contact_info-1_NR	['ACTION_CREATE_DOCUMENT', 'get_contact_info', 'ACTION_GET_CONTENT', 'ACTION_VIEW_SENT_MESSAGES', 'search_location']
"[""turn 1: Let me look at my sent email list. -> Your sent folder contains: to gina@example.com - 'Budget Report'; to harry@example.com - 'Weekly Sync'; to iris@example.com - 'Proposal Draft'.""]"	Please get the address details for the contact with URI /contact/info/sara.	Please get the address details for the contact with URI /contact/info/sara.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contact/info/sara', 'info_type': 'address'}}	ACTION_VIEW_SENT_EMAILS-1967-get_contact_info-1_NR	['open_settings', 'get_contact_info_from_uri', 'ACTION_INSERT_CONTACT', 'ACTION_EDIT_CONTACT', 'get_contact_info']
['turn 1: Begin video shoot. -> Recording complete! The video is now available at content://device/videos/video123.mp4.']	Retrieve the full contact summary from /contacts/john_doe.	Retrieve the full contact summary from /contacts/john_doe.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contacts/john_doe'}}	ACTION_VIDEO_CAPTURE-757-get_contact_info-1_NR	['ACTION_VIDEO_CAPTURE', 'get_contact_info', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_CALL_LOG']
"[""turn 1: Message my neighbor at +44 7312 345678: 'Could you feed my cat while I'm away?' -> Request sent to your neighbor at +447312345678.""]"	Could you extract the telephone details for the contact at /contact/mark?	Could you extract the telephone details for the contact at /contact/mark?	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contact/mark', 'info_type': 'phone'}}	send_message-1287-get_contact_info-1_NR	['ACTION_EDIT_VIDEO', 'ACTION_SHOW_ALARMS', 'get_contact_info', 'ACTION_SET_TIMER', 'ACTION_SHOW_TIMERS']
"[""turn 1: Locate the Amazon River mouth on the map. -> Sure thing! Here's the mouth of the Amazon River pinned at approximately 0°12′S, 49°45′W.""]"	Give me the email information for the contact found at /mycontacts/julia_d.	Give me the email information for the contact found at /mycontacts/julia_d.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/mycontacts/julia_d.', 'info_type': 'email'}}	search_location-1161-get_contact_info-1_NR	['ACTION_CREATE_DOCUMENT', 'ACTION_SET_TIMER', 'ACTION_VIEW_CONTACT', 'open_settings', 'get_contact_info']
['turn 1: Could you let me choose a number to call from contacts? -> Certainly—displaying your contact phone numbers. Please select one to call.']	I need a complete summary of the contact details for /contacts/alexander.	I need a complete summary of the contact details for /contacts/alexander.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/contacts/alexander'}}	ACTION_PICK-530-get_contact_info-1_NR	['get_contact_info', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CALL_LOG', 'ACTION_GET_CONTENT', 'web_search']
['turn 1: Access ringtone options for my evening alarm. -> Accessing ringtone options for your evening alarm now.']	Please retrieve the address from the contact record at /user/info/hello_world.	Please retrieve the address from the contact record at /user/info/hello_world.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/user/info/hello_world', 'info_type': 'address'}}	ACTION_GET_RINGTONE-323-get_contact_info-1_NR	['ACTION_PICK', 'ACTION_SET_ALARM', 'get_contact_info', 'ACTION_INSERT_EVENT', 'ACTION_VIDEO_CAPTURE']
['turn 1: Initiate the still-image shooting camera. -> Photo mode is active.']	Fetch the phone number for the contact at /data/contact_999.	Fetch the phone number for the contact at /data/contact_999.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': '/data/contact_999', 'info_type': 'phone'}}	INTENT_ACTION_STILL_IMAGE_CAMERA-852-get_contact_info-1_NR	['ACTION_GET_CONTENT', 'dial', 'ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'get_contact_info']
['turn 1: Head towards Mount Fuji Visitor Center. -> Mount Fuji Visitor Center directions are ready. Let’s hit the road!']	Please bring up the standard camera mode to snap a photo.	Please bring up the standard camera mode to snap a photo.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_NAVIGATE_TO_LOCATION-1755-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_GET_RINGTONE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_RINGTONE']
"[""turn 1: For alarm 22, change time to 14:55 and use 'uri://beep_beep' tone. -> Done—Alarm 22 will ring at 2:55\xa0PM with your chosen 'uri://beep_beep' tone.""]"	I want to take a photo. Launch my still camera.	I want to take a photo. Launch my still camera.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_EDIT_ALARM-1652-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['INTENT_ACTION_VIDEO_CAMERA', 'send_email', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SHOW_TIMERS', 'ACTION_GET_CONTENT']
"[""turn 1: Open Apple Music and play 'Shape of You'. -> Starting 'Shape of You' on Apple Music for you.""]"	Start photo capture mode on my phone.	Start photo capture mode on my phone.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	play_music-1369-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_GET_CONTENT', 'ACTION_VIEW_PLAYLIST', 'get_contact_info_from_uri', 'ACTION_SET_RINGTONE', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
['turn 1: Could you pop up the cam in video mode? -> Video camera launched successfully.']	Launch the still image camera app.	Launch the still image camera app.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	INTENT_ACTION_VIDEO_CAMERA-903-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CALL_LOG', 'ACTION_SET_ALARM', 'ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_EVENT']
"[""turn 1: I'd like to upload any type of file for a quick backup. -> Your file has been selected for backup: content://files/backup_archive.zip""]"	Trigger the device's still image camera app for a photo capture.	Trigger the device's still image camera app for a photo capture.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_GET_CONTENT-170-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_SHOW_TIMERS', 'send_email', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_INSERT_CONTACT']
