conversation_history	query	rewrited_query	candidates	generation	gt	plan	arguments	all	file
[]	Set up a timer for 50 minutes 30 seconds labeled 'Laundry'.	Set up a timer for 50 minutes 30 seconds labeled 'Laundry'.	['ACTION_EDIT_CONTACT', 'ACTION_PICK', 'ACTION_SET_TIMER', 'dial', 'ACTION_VIEW_CONTACT']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '50 minutes 30 seconds', 'EXTRA_MESSAGE': 'Laundry'}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '50 minutes 30 seconds', 'EXTRA_MESSAGE': 'Laundry'}}	pass	pass	pass	droidcall_tc.tsv
[]	Set a kitchen timer for 25 minutes, and make sure to skip the UI.	Set a kitchen timer for 25 minutes, and make sure to skip the UI.	['ACTION_EDIT_CONTACT', 'search_location', 'ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'get_contact_info_from_uri']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '25 minutes', 'EXTRA_MESSAGE': 'kitchen', 'EXTRA_SKIP_UI': True}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '25 minutes', 'EXTRA_SKIP_UI': True}}	pass	fail	fail	droidcall_tc.tsv
[]	Start a countdown timer for exactly 8 minutes 5 seconds.	Start a countdown timer for exactly 8 minutes 5 seconds.	['ACTION_IMAGE_CAPTURE', 'ACTION_SET_TIMER', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info_from_uri', 'ACTION_INSERT_EVENT']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '8 minutes 5 seconds'}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '8 minutes 5 seconds'}}	pass	pass	pass	droidcall_tc.tsv
[]	Activate a timer for 30 minutes and bypass any UI prompts.	Activate a timer for 30 minutes and bypass any UI prompts.	['ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'ACTION_EDIT_CONTACT', 'ACTION_VIDEO_CAPTURE', 'send_email']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '30 minutes', 'EXTRA_MESSAGE': None, 'EXTRA_SKIP_UI': True}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '30 minutes', 'EXTRA_SKIP_UI': True}}	pass	fail	fail	droidcall_tc.tsv
[]	Please run a countdown for 7 minutes with no extra message.	Please run a countdown for 7 minutes with no extra message.	['ACTION_SET_TIMER', 'get_contact_info', 'ACTION_PICK', 'get_contact_info_from_uri', 'ACTION_INSERT_EVENT']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '7 minutes', 'EXTRA_MESSAGE': None}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '7 minutes'}}	pass	fail	fail	droidcall_tc.tsv
[]	Initiate a countdown timer for 90 minutes.	Initiate a countdown timer for 90 minutes.	['ACTION_OPEN_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_CREATE_DOCUMENT', 'ACTION_PICK', 'ACTION_SET_TIMER']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '90 minutes', 'EXTRA_MESSAGE': None}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '90 minutes'}}	pass	fail	fail	droidcall_tc.tsv
[]	Countdown: set a 5 hours timer with the note 'Marathon'.	Countdown: set a 5 hours timer with the note 'Marathon'.	['get_contact_info_from_uri', 'ACTION_SET_ALARM', 'ACTION_SET_TIMER', 'ACTION_INSERT_EVENT', 'send_email']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '5 hours', 'EXTRA_MESSAGE': 'Marathon'}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '5 hours', 'EXTRA_MESSAGE': 'Marathon'}}	pass	pass	pass	droidcall_tc.tsv
[]	Please set a timer for 15 minutes.	Please set a timer for 15 minutes.	['ACTION_SET_TIMER', 'ACTION_EDIT_CONTACT', 'ACTION_PICK', 'ACTION_INSERT_EVENT', 'ACTION_GET_CONTENT']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '15 minutes'}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '15 minutes'}}	pass	pass	pass	droidcall_tc.tsv
[]	Can you set up a timer for exactly 2 hours 5 minutes 10 seconds?	Can you set up a timer for exactly 2 hours 5 minutes 10 seconds?	['ACTION_SET_TIMER', 'web_search', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_INSERT_EVENT', 'ACTION_OPEN_DOCUMENT']	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '2 hours 5 minutes 10 seconds'}}	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '2 hours 5 minutes 10 seconds'}}	pass	pass	pass	droidcall_tc.tsv
[]	Let me see the list of alarm settings currently on my device.	Let me see the list of alarm settings currently on my device.	['ACTION_IMAGE_CAPTURE', 'ACTION_SHOW_ALARMS', 'ACTION_GET_CONTENT', 'web_search', 'send_email']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Give me a rundown of all the alarms I have configured.	Give me a rundown of all the alarms I have configured.	['ACTION_GET_CONTENT', 'ACTION_SHOW_ALARMS', 'ACTION_PICK', 'get_contact_info', 'ACTION_EDIT_CONTACT']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	What alarms are active on my smartphone right now?	What alarms are active on my smartphone right now?	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_DOCUMENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_SHOW_ALARMS', 'send_email']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Please list my set alarms as per the current configuration.	Please list my set alarms as per the current configuration.	['ACTION_EDIT_CONTACT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_SET_TIMER', 'ACTION_PICK', 'ACTION_SHOW_ALARMS']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Show the alarm layout I've arranged on my mobile device.	Show the alarm layout I've arranged on my mobile device.	['send_message', 'get_contact_info_from_uri', 'ACTION_GET_CONTENT', 'ACTION_SHOW_ALARMS', 'open_settings']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Show all alarms I've set on my mobile phone.	Show all alarms I've set on my mobile phone.	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'send_message', 'ACTION_INSERT_CONTACT', 'search_location', 'ACTION_SHOW_ALARMS']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you show the list of scheduled alarms currently on my device?	Could you show the list of scheduled alarms currently on my device?	['dial', 'ACTION_SHOW_ALARMS', 'search_location', 'ACTION_PICK', 'ACTION_CREATE_DOCUMENT']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Kindly reveal the list of timers and alarms I set up on my phone.	Kindly reveal the list of timers and alarms I set up on my phone.	['ACTION_SHOW_ALARMS', 'ACTION_CREATE_DOCUMENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIDEO_CAPTURE', 'ACTION_IMAGE_CAPTURE']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Show me the schedule of alarms on my phone.	Show me the schedule of alarms on my phone.	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_SET_TIMER', 'send_message', 'ACTION_PICK', 'ACTION_SHOW_ALARMS']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	List all the alarms that I've scheduled for today.	List all the alarms that I've scheduled for today.	['ACTION_SHOW_ALARMS', 'search_location', 'dial', 'send_email', 'ACTION_PICK']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Please use the camera to record a brief video clip and save it at content://myvideos/take.mp4.	Please use the camera to record a brief video clip and save it at content://myvideos/take.mp4.	['ACTION_SET_TIMER', 'ACTION_INSERT_EVENT', 'ACTION_VIEW_CONTACT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIDEO_CAPTURE']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {'file_uri': 'content://myvideos/take.mp4'}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {'file_uri': 'content://myvideos/take.mp4'}}	pass	pass	pass	droidcall_tc.tsv
[]	Please use your camera app to capture a new video recording.	Please use your camera app to capture a new video recording.	['ACTION_VIDEO_CAPTURE', 'ACTION_SHOW_ALARMS', 'ACTION_INSERT_CONTACT', 'ACTION_CREATE_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	fail	pass	fail	droidcall_tc.tsv
[]	Can you capture a quick video clip for me?	Can you capture a quick video clip for me?	['ACTION_OPEN_DOCUMENT', 'ACTION_VIDEO_CAPTURE', 'search_location', 'get_contact_info_from_uri', 'open_settings']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Shoot a video and store the file at content://media/videos/clip1.mp4.	Shoot a video and store the file at content://media/videos/clip1.mp4.	['web_search', 'ACTION_GET_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIDEO_CAPTURE', 'ACTION_GET_RINGTONE']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {'file_uri': 'content://media/videos/clip1.mp4'}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {'file_uri': 'content://media/videos/clip1.mp4'}}	pass	pass	pass	droidcall_tc.tsv
[]	Would you mind capturing a video clip using the camera app?	Would you mind capturing a video clip using the camera app?	['send_message', 'ACTION_INSERT_EVENT', 'ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'dial']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Capture a video and let the system decide where to save it.	Capture a video and let the system decide where to save it.	['ACTION_GET_CONTENT', 'ACTION_EDIT_CONTACT', 'ACTION_SET_TIMER', 'ACTION_VIDEO_CAPTURE', 'search_location']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Initiate video recording now, no need to specify a file path.	Initiate video recording now, no need to specify a file path.	['ACTION_INSERT_CONTACT', 'send_email', 'ACTION_OPEN_DOCUMENT', 'ACTION_SHOW_ALARMS', 'ACTION_VIDEO_CAPTURE']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Record a video right now without specifying any particular file URI.	Record a video right now without specifying any particular file URI.	['ACTION_OPEN_DOCUMENT', 'ACTION_GET_RINGTONE', 'ACTION_SET_ALARM', 'ACTION_VIDEO_CAPTURE', 'ACTION_VIEW_CONTACT']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Record a clip for documentation. No specific storage location is required.	Record a clip for documentation. No specific storage location is required.	['ACTION_EDIT_CONTACT', 'get_contact_info', 'get_contact_info_from_uri', 'ACTION_VIDEO_CAPTURE', 'ACTION_PICK']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Kindly initiate a video capture using your camera.	Kindly initiate a video capture using your camera.	['ACTION_VIDEO_CAPTURE', 'open_settings', 'dial', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIEW_CONTACT']	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Find and show the details of the contact at content://contacts/people/3132.	Find and show the details of the contact at content://contacts/people/3132.	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_GET_CONTENT', 'ACTION_VIEW_CONTACT', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIDEO_CAPTURE']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/3132'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/3132'}}	pass	pass	pass	droidcall_tc.tsv
[]	Please get the detailed contact information for content://contacts/people/1020.	Please get the detailed contact information for content://contacts/people/1020.	['web_search', 'ACTION_VIEW_CONTACT', 'dial', 'ACTION_OPEN_DOCUMENT', 'ACTION_PICK']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1020'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1020'}}	pass	pass	pass	droidcall_tc.tsv
[]	Present the details for the contact associated with content://contacts/contacts/2008.	Present the details for the contact associated with content://contacts/contacts/2008.	['ACTION_VIEW_CONTACT', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIDEO_CAPTURE', 'search_location', 'get_contact_info']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/contacts/2008'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/contacts/2008'}}	pass	pass	pass	droidcall_tc.tsv
[]	Bring up the profile for content://contacts/people/1008.	Bring up the profile for content://contacts/people/1008.	['ACTION_INSERT_EVENT', 'get_contact_info_from_uri', 'ACTION_GET_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1008'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1008'}}	pass	pass	pass	droidcall_tc.tsv
[]	Exhibit the contact's details via URI content://contacts/people/1024.	Exhibit the contact's details via URI content://contacts/people/1024.	['ACTION_PICK', 'ACTION_VIEW_CONTACT', 'ACTION_SHOW_ALARMS', 'web_search', 'ACTION_EDIT_CONTACT']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1024'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1024'}}	pass	pass	pass	droidcall_tc.tsv
[]	Please display the complete detail of the contact at content://contacts/people/1011.	Please display the complete detail of the contact at content://contacts/people/1011.	['ACTION_INSERT_EVENT', 'ACTION_VIEW_CONTACT', 'ACTION_GET_RINGTONE', 'ACTION_VIDEO_CAPTURE', 'send_email']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1011'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1011'}}	pass	pass	pass	droidcall_tc.tsv
[]	Display detailed information for the contact whose URI is content://contacts/people/2324.	Display detailed information for the contact whose URI is content://contacts/people/2324.	['ACTION_VIEW_CONTACT', 'send_email', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_CREATE_DOCUMENT', 'ACTION_EDIT_CONTACT']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/2324'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/2324'}}	pass	pass	pass	droidcall_tc.tsv
[]	Get me the profile details from content://contacts/people/1004.	Get me the profile details from content://contacts/people/1004.	['ACTION_VIEW_CONTACT', 'ACTION_SHOW_ALARMS', 'dial', 'open_settings', 'send_email']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1004'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1004'}}	pass	pass	pass	droidcall_tc.tsv
[]	I want to inspect the contact's details from content://contacts/contacts/2122. Can you do that?	I want to inspect the contact's details from content://contacts/contacts/2122. Can you do that?	['ACTION_VIEW_CONTACT', 'ACTION_EDIT_CONTACT', 'ACTION_INSERT_EVENT', 'ACTION_OPEN_DOCUMENT', 'ACTION_IMAGE_CAPTURE']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/contacts/2122'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/contacts/2122'}}	pass	pass	pass	droidcall_tc.tsv
[]	I need to check the information for the contact with URI content://contacts/people/1002.	I need to check the information for the contact with URI content://contacts/people/1002.	['open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'ACTION_INSERT_CONTACT', 'get_contact_info']	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'content://contacts/people/1002'}}	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1002'}}	fail	pass	fail	droidcall_tc.tsv
[]	Could you activate my camera to click a still photo?	Could you activate my camera to click a still photo?	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'send_email', 'dial', 'ACTION_INSERT_EVENT']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Open my camera app in still mode to capture a photo.	Open my camera app in still mode to capture a photo.	['open_settings', 'ACTION_OPEN_DOCUMENT', 'dial', 'ACTION_INSERT_EVENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Initiate the still picture mode on my smartphone's camera.	Initiate the still picture mode on my smartphone's camera.	['ACTION_SHOW_ALARMS', 'ACTION_PICK', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_CREATE_DOCUMENT', 'open_settings']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I need a shot; open up the still image camera on my phone.	I need a shot; open up the still image camera on my phone.	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'web_search', 'open_settings', 'ACTION_IMAGE_CAPTURE', 'dial']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I wish to take a proper still image; please open the system camera app in photo mode.	I wish to take a proper still image; please open the system camera app in photo mode.	['ACTION_SET_TIMER', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_INSERT_EVENT', 'ACTION_GET_RINGTONE', 'ACTION_PICK']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I need to take a still picture; please open the camera application.	I need to take a still picture; please open the camera application.	['ACTION_SHOW_ALARMS', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'search_location']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I want to record a still photo; open my smartphone's camera for me.	I want to record a still photo; open my smartphone's camera for me.	['ACTION_SHOW_ALARMS', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'send_email', 'ACTION_CREATE_DOCUMENT']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I need a still picture taken; please fire up the image capture app on my device.	I need a still picture taken; please fire up the image capture app on my device.	['web_search', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info_from_uri', 'ACTION_SHOW_ALARMS', 'open_settings']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Open the device's still photo camera so I can take a quick snapshot.	Open the device's still photo camera so I can take a quick snapshot.	['ACTION_GET_CONTENT', 'web_search', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_GET_RINGTONE']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Fire up the camera for still image capture now.	Fire up the camera for still image capture now.	['ACTION_SET_ALARM', 'ACTION_PICK', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'web_search', 'send_email']	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I require to record a video clip; start the video camera.	I require to record a video clip; start the video camera.	['dial', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_EDIT_CONTACT', 'ACTION_PICK']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you get the video recording function started? I'd like to record something.	Could you get the video recording function started? I'd like to record something.	['ACTION_EDIT_CONTACT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_INSERT_CONTACT', 'ACTION_SHOW_ALARMS', 'get_contact_info_from_uri']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you start the tool that lets me record videos on my device?	Could you start the tool that lets me record videos on my device?	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIEW_CONTACT', 'open_settings', 'ACTION_CREATE_DOCUMENT', 'ACTION_GET_RINGTONE']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I want to capture some live video. Can you open the video camera app?	I want to capture some live video. Can you open the video camera app?	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_IMAGE_CAPTURE', 'ACTION_SET_TIMER', 'open_settings', 'ACTION_PICK']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Launch the system camera to record a video.	Launch the system camera to record a video.	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_PICK', 'get_contact_info', 'ACTION_GET_CONTENT', 'ACTION_INSERT_EVENT']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Open the video recorder on my device, please.	Open the video recorder on my device, please.	['ACTION_VIDEO_CAPTURE', 'get_contact_info_from_uri', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_DOCUMENT', 'ACTION_GET_RINGTONE']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I want to shoot a video; please open the video camera.	I want to shoot a video; please open the video camera.	['ACTION_INSERT_EVENT', 'ACTION_GET_CONTENT', 'search_location', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_IMAGE_CAPTURE']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Initiate my device's video recording application now.	Initiate my device's video recording application now.	['ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA', 'send_email', 'ACTION_GET_CONTENT', 'ACTION_VIDEO_CAPTURE']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Open the video recording feature; I need to document something.	Open the video recording feature; I need to document something.	['search_location', 'ACTION_GET_RINGTONE', 'ACTION_SHOW_ALARMS', 'get_contact_info_from_uri', 'INTENT_ACTION_VIDEO_CAMERA']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	Start video recording by launching the phone's camera in video mode.	Start video recording by launching the phone's camera in video mode.	['ACTION_SHOW_ALARMS', 'INTENT_ACTION_VIDEO_CAMERA', 'web_search', 'ACTION_CREATE_DOCUMENT', 'ACTION_IMAGE_CAPTURE']	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	pass	pass	pass	droidcall_tc.tsv
[]	I'd like to speak with someone at 555-0008, can you dial it?	I'd like to speak with someone at 555-0008, can you dial it?	['ACTION_GET_CONTENT', 'dial', 'ACTION_VIEW_CONTACT', 'ACTION_SHOW_ALARMS', 'search_location']	{'plan': 'dial', 'arguments': {'phone_number': '555-0008'}}	{'plan': 'dial', 'arguments': {'phone_number': '555-0008'}}	pass	pass	pass	droidcall_tc.tsv
