conversation_history	rewrited_query	answer	device_response	unique_idx	candidates
[]	Exhibit the contact's details via URI content://contacts/people/1024.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1024'}}	Exhibiting contact details from content://contacts/people/1024.	ACTION_VIEW_CONTACT-809	['ACTION_PICK', 'ACTION_VIEW_CONTACT', 'ACTION_SHOW_ALARMS', 'web_search', 'ACTION_EDIT_CONTACT']
[]	Please display the complete detail of the contact at content://contacts/people/1011.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1011'}}	Displaying complete contact detail from content://contacts/people/1011.	ACTION_VIEW_CONTACT-790	['ACTION_INSERT_EVENT', 'ACTION_VIEW_CONTACT', 'ACTION_GET_RINGTONE', 'ACTION_VIDEO_CAPTURE', 'send_email']
[]	Display detailed information for the contact whose URI is content://contacts/people/2324.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/2324'}}	Displaying detailed contact information from content://contacts/people/2324.	ACTION_VIEW_CONTACT-770	['ACTION_VIEW_CONTACT', 'send_email', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_CREATE_DOCUMENT', 'ACTION_EDIT_CONTACT']
[]	Get me the profile details from content://contacts/people/1004.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1004'}}	Displaying profile details from content://contacts/people/1004.	ACTION_VIEW_CONTACT-777	['ACTION_VIEW_CONTACT', 'ACTION_SHOW_ALARMS', 'dial', 'open_settings', 'send_email']
[]	I want to inspect the contact's details from content://contacts/contacts/2122. Can you do that?	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/contacts/2122'}}	Yes, inspecting contact details from content://contacts/contacts/2122.	ACTION_VIEW_CONTACT-769	['ACTION_VIEW_CONTACT', 'ACTION_EDIT_CONTACT', 'ACTION_INSERT_EVENT', 'ACTION_OPEN_DOCUMENT', 'ACTION_IMAGE_CAPTURE']
[]	I need to check the information for the contact with URI content://contacts/people/1002.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1002'}}	Accessing information for contact at content://contacts/people/1002.	ACTION_VIEW_CONTACT-776	['open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'ACTION_INSERT_CONTACT', 'get_contact_info']
[]	Could you activate my camera to click a still photo?	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Activating the still image camera.	INTENT_ACTION_STILL_IMAGE_CAMERA-858	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'send_email', 'dial', 'ACTION_INSERT_EVENT']
[]	Open my camera app in still mode to capture a photo.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Opening camera app in still mode.	INTENT_ACTION_STILL_IMAGE_CAMERA-846	['open_settings', 'ACTION_OPEN_DOCUMENT', 'dial', 'ACTION_INSERT_EVENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
[]	Initiate the still picture mode on my smartphone's camera.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Initiating the still picture mode now.	INTENT_ACTION_STILL_IMAGE_CAMERA-845	['ACTION_SHOW_ALARMS', 'ACTION_PICK', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_CREATE_DOCUMENT', 'open_settings']
[]	I need a shot; open up the still image camera on my phone.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Opening your still image camera now. Get ready to shoot!	INTENT_ACTION_STILL_IMAGE_CAMERA-827	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'web_search', 'open_settings', 'ACTION_IMAGE_CAPTURE', 'dial']
[]	I wish to take a proper still image; please open the system camera app in photo mode.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	No problem, opening the camera app in photo mode.	INTENT_ACTION_STILL_IMAGE_CAMERA-863	['ACTION_SET_TIMER', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_INSERT_EVENT', 'ACTION_GET_RINGTONE', 'ACTION_PICK']
[]	I need to take a still picture; please open the camera application.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Got it, opening the camera app.	INTENT_ACTION_STILL_IMAGE_CAMERA-848	['ACTION_SHOW_ALARMS', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'search_location']
[]	I want to record a still photo; open my smartphone's camera for me.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Right away. Opening your phone's camera.	INTENT_ACTION_STILL_IMAGE_CAMERA-838	['ACTION_SHOW_ALARMS', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'send_email', 'ACTION_CREATE_DOCUMENT']
[]	I need a still picture taken; please fire up the image capture app on my device.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Alright, launching the camera for a still image.	INTENT_ACTION_STILL_IMAGE_CAMERA-859	['web_search', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info_from_uri', 'ACTION_SHOW_ALARMS', 'open_settings']
[]	Open the device's still photo camera so I can take a quick snapshot.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Opening the still photo camera for you.	INTENT_ACTION_STILL_IMAGE_CAMERA-836	['ACTION_GET_CONTENT', 'web_search', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_GET_RINGTONE']
[]	Fire up the camera for still image capture now.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	Initiating the still image camera.	INTENT_ACTION_STILL_IMAGE_CAMERA-834	['ACTION_SET_ALARM', 'ACTION_PICK', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'web_search', 'send_email']
[]	I require to record a video clip; start the video camera.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	Got it, launching the video camera for you.	INTENT_ACTION_VIDEO_CAMERA-878	['dial', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_EDIT_CONTACT', 'ACTION_PICK']
[]	Could you get the video recording function started? I'd like to record something.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	Starting the video recording function now.	INTENT_ACTION_VIDEO_CAMERA-872	['ACTION_EDIT_CONTACT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_INSERT_CONTACT', 'ACTION_SHOW_ALARMS', 'get_contact_info_from_uri']
[]	Could you start the tool that lets me record videos on my device?	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	Got it, starting the video recording tool.	INTENT_ACTION_VIDEO_CAMERA-896	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIEW_CONTACT', 'open_settings', 'ACTION_CREATE_DOCUMENT', 'ACTION_GET_RINGTONE']
[]	I want to capture some live video. Can you open the video camera app?	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	Sure, opening the video camera application.	INTENT_ACTION_VIDEO_CAMERA-895	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_IMAGE_CAPTURE', 'ACTION_SET_TIMER', 'open_settings', 'ACTION_PICK']
[]	Launch the system camera to record a video.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	The system camera is launching for video recording.	INTENT_ACTION_VIDEO_CAMERA-869	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_PICK', 'get_contact_info', 'ACTION_GET_CONTENT', 'ACTION_INSERT_EVENT']
[]	Open the video recorder on my device, please.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	You got it. The video recorder is now open.	INTENT_ACTION_VIDEO_CAMERA-867	['ACTION_VIDEO_CAPTURE', 'get_contact_info_from_uri', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_DOCUMENT', 'ACTION_GET_RINGTONE']
[]	I want to shoot a video; please open the video camera.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	No problem, opening the video camera.	INTENT_ACTION_VIDEO_CAMERA-871	['ACTION_INSERT_EVENT', 'ACTION_GET_CONTENT', 'search_location', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_IMAGE_CAPTURE']
[]	Initiate my device's video recording application now.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	As you wish, initiating the video recording application.	INTENT_ACTION_VIDEO_CAMERA-873	['ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA', 'send_email', 'ACTION_GET_CONTENT', 'ACTION_VIDEO_CAPTURE']
[]	Open the video recording feature; I need to document something.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	Initiating video camera for recording.	INTENT_ACTION_VIDEO_CAMERA-904	['search_location', 'ACTION_GET_RINGTONE', 'ACTION_SHOW_ALARMS', 'get_contact_info_from_uri', 'INTENT_ACTION_VIDEO_CAMERA']
[]	Start video recording by launching the phone's camera in video mode.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	Initiating video recording mode now.	INTENT_ACTION_VIDEO_CAMERA-874	['ACTION_SHOW_ALARMS', 'INTENT_ACTION_VIDEO_CAMERA', 'web_search', 'ACTION_CREATE_DOCUMENT', 'ACTION_IMAGE_CAPTURE']
[]	I'd like to speak with someone at 555-0008, can you dial it?	{'plan': 'dial', 'arguments': {'phone_number': '555-0008'}}	Calling 555-0008.	dial-968	['ACTION_GET_CONTENT', 'dial', 'ACTION_VIEW_CONTACT', 'ACTION_SHOW_ALARMS', 'search_location']
[]	Bitte rufe die Nummer 555-0033 an.	{'plan': 'dial', 'arguments': {'phone_number': '555-0033'}}	Ich rufe 555-0033 an.	dial-990	['ACTION_IMAGE_CAPTURE', 'dial', 'web_search', 'ACTION_PICK', 'ACTION_SET_TIMER']
[]	I'd like to talk to someone at 1-800-432-1000; can you dial that number?	{'plan': 'dial', 'arguments': {'phone_number': '1-800-432-1000'}}	Alright, dialing 1-800-432-1000 for you now.	dial-922	['search_location', 'send_email', 'ACTION_GET_RINGTONE', 'open_settings', 'dial']
[]	Please make a call to 555-0001.	{'plan': 'dial', 'arguments': {'phone_number': '555-0001'}}	Calling 555-0001.	dial-963	['ACTION_IMAGE_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'web_search', 'dial']
[]	Execute a phone call to 03-1234-5678, thanks!	{'plan': 'dial', 'arguments': {'phone_number': '03-1234-5678'}}	Making the call to 03-1234-5678.	dial-962	['ACTION_SET_ALARM', 'ACTION_SHOW_ALARMS', 'dial', 'ACTION_GET_RINGTONE', 'search_location']
[]	I want to speak with someone on 555-0039, please dial the number.	{'plan': 'dial', 'arguments': {'phone_number': '555-0039'}}	Ok, dialing 555-0039 now.	dial-996	['ACTION_VIEW_CONTACT', 'dial', 'ACTION_GET_RINGTONE', 'open_settings', 'ACTION_VIDEO_CAPTURE']
[]	Help me out by calling 555-0015 immediately.	{'plan': 'dial', 'arguments': {'phone_number': '555-0015'}}	Immediately calling 555-0015.	dial-973	['search_location', 'dial', 'ACTION_GET_CONTENT', 'ACTION_SET_ALARM', 'ACTION_IMAGE_CAPTURE']
[]	Could you ring me at +49-30-123456?	{'plan': 'dial', 'arguments': {'phone_number': '+49-30-123456'}}	Calling +49-30-123456.	dial-981	['ACTION_SET_ALARM', 'dial', 'ACTION_EDIT_CONTACT', 'get_contact_info', 'ACTION_CREATE_DOCUMENT']
[]	For assistance, please call 321-654-0987.	{'plan': 'dial', 'arguments': {'phone_number': '321-654-0987'}}	Initiating call to 321-654-0987.	dial-946	['ACTION_INSERT_EVENT', 'INTENT_ACTION_VIDEO_CAMERA', 'dial', 'get_contact_info', 'ACTION_CREATE_DOCUMENT']
[]	I need to make a call to +86 10 1234 5678.	{'plan': 'dial', 'arguments': {'phone_number': '+86 10 1234 5678'}}	Now dialing +86 10 1234 5678.	dial-984	['send_message', 'ACTION_IMAGE_CAPTURE', 'dial', 'get_contact_info_from_uri', 'ACTION_VIDEO_CAPTURE']
[]	What's the phone number of the contact at contact://john_doe?	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://john_doe', 'info_type': 'phone'}}	Okay, the phone number for John Doe is 555-123-4567.	get_contact_info-998	['get_contact_info', 'ACTION_INSERT_CONTACT', 'get_contact_info_from_uri', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA']
[]	Please fetch the address details from contact://randy_location.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://randy_location', 'info_type': 'address'}}	Randy's address is 123 Highland Ave, Anytown, CA 91234.	get_contact_info-1041	['ACTION_IMAGE_CAPTURE', 'search_location', 'ACTION_VIDEO_CAPTURE', 'get_contact_info', 'ACTION_GET_CONTENT']
[]	What contact information does contact://wendy_summary have?	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://wendy_summary'}}	Okay, here's Wendy's contact info: Name: Wendy Williams, Phone: 333-222-1111, Email: wendy@work.com.	get_contact_info-1044	['ACTION_VIEW_CONTACT', 'get_contact_info', 'ACTION_VIDEO_CAPTURE', 'get_contact_info_from_uri', 'web_search']
[]	Get the contact summary from this URI: contact://emma_summary.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://emma_summary'}}	Here's the summary for Emma Summary: Name - Emma Summary, Phone - (123) 456-7890.	get_contact_info-1005	['get_contact_info', 'ACTION_OPEN_DOCUMENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'search_location', 'ACTION_SET_TIMER']
[]	I'm looking for address details at contact://doris_residence.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://doris_residence', 'info_type': 'address'}}	Sure, looking up the address for contact://doris_residence.	get_contact_info-1051	['get_contact_info', 'ACTION_VIEW_CONTACT', 'send_message', 'ACTION_GET_RINGTONE', 'ACTION_GET_CONTENT']
[]	Show me the home address for contact://barry_address.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://barry_address', 'info_type': 'address'}}	Okay, Barry's address is 456 Central Ave, Metropolis.	get_contact_info-1032	['ACTION_VIEW_CONTACT', 'ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info', 'ACTION_INSERT_EVENT']
[]	I need the email address associated with contact://yvonne_mail.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://yvonne_mail', 'info_type': 'email'}}	Yvonne's email address is yvonne@anymail.com.	get_contact_info-1046	['open_settings', 'ACTION_CREATE_DOCUMENT', 'get_contact_info', 'ACTION_EDIT_CONTACT', 'search_location']
[]	Could you retrieve the full contact summary for contact://dave123?	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://dave123'}}	I'm getting the complete summary for Dave123.	get_contact_info-1015	['web_search', 'get_contact_info', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_IMAGE_CAPTURE', 'search_location']
[]	I would like to view the contact overview at contact://patricia.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://patricia'}}	Here's the contact overview for Patricia: Name: Patricia Johnson, Phone: 555-987-6543, Email: patricia.j@example.com.	get_contact_info-1039	['send_message', 'ACTION_SHOW_ALARMS', 'ACTION_OPEN_DOCUMENT', 'get_contact_info', 'send_email']
[]	Provide the complete contact details for contact://mike_record.	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://mike_record'}}	Okay, here are Mike's details: Phone: 555-987-6543, Email: mike@example.com, Address: 123 Main Street.	get_contact_info-1019	['send_message', 'ACTION_IMAGE_CAPTURE', 'send_email', 'search_location', 'get_contact_info']
[]	Fetch the number from content://contacts/phone/555-0001 for my records.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/phone/555-0001'}}	Fetching the number from content://contacts/phone/555-0001.	get_contact_info_from_uri-1060	['get_contact_info_from_uri', 'search_location', 'ACTION_IMAGE_CAPTURE', 'ACTION_SHOW_ALARMS', 'send_email']
[]	Using URI content://directory/phone/work_202, fetch the associated phone number.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://directory/phone/work_202'}}	Alright, I'm getting the phone number from content://directory/phone/work_202.	get_contact_info_from_uri-1071	['send_email', 'ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_VIDEO_CAMERA', 'get_contact_info_from_uri', 'ACTION_IMAGE_CAPTURE']
[]	I require the email contact info stored at content://info/contact/email_bob@gmail.com.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://info/contact/email_bob@gmail.com'}}	Fetching the email at content://info/contact/email_bob@gmail.com.	get_contact_info_from_uri-1080	['get_contact_info_from_uri', 'ACTION_EDIT_CONTACT', 'ACTION_IMAGE_CAPTURE', 'ACTION_CREATE_DOCUMENT', 'send_email']
[]	I have a phonebook entry located at content://phonebook/entry/321. Can you extract the info?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://phonebook/entry/321'}}	Okay, I'll retrieve the information from content://phonebook/entry/321.	get_contact_info_from_uri-1063	['ACTION_SHOW_ALARMS', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_CONTACT', 'search_location', 'get_contact_info_from_uri']
[]	Could you get the email address via content://mailinglist/email/primary_alice?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://mailinglist/email/primary_alice'}}	Let me get that email address for you from content://mailinglist/email/primary_alice.	get_contact_info_from_uri-1082	['dial', 'ACTION_INSERT_CONTACT', 'send_message', 'get_contact_info_from_uri', 'ACTION_PICK']
[]	I'm trying to get a contact's phone number using the content URI content://contacts/data/phone1. Can you fetch it for me?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/data/phone1'}}	Okay, fetching the contact information from content://contacts/data/phone1.	get_contact_info_from_uri-1053	['get_contact_info', 'INTENT_ACTION_VIDEO_CAMERA', 'get_contact_info_from_uri', 'send_message', 'ACTION_SHOW_ALARMS']
[]	Turn the URI content://data/contact/phone/zephyr_007 into a readable phone number.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://data/contact/phone/zephyr_007'}}	Processing the URI to get the phone number.	get_contact_info_from_uri-1099	['ACTION_SET_ALARM', 'ACTION_GET_CONTENT', 'ACTION_VIDEO_CAPTURE', 'get_contact_info_from_uri', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
[]	Please extract the phone contact from content://user/contacts/number/mcFly_88.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://user/contacts/number/mcFly_88'}}	No problem, fetching the contact's phone number now.	get_contact_info_from_uri-1101	['ACTION_INSERT_EVENT', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA', 'send_email', 'get_contact_info_from_uri']
[]	I need to extract contact details from content://contactlist/email/jack@example.com. Please retrieve it.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contactlist/email/jack@example.com'}}	Okay, I'll get the contact info from content://contactlist/email/jack@example.com.	get_contact_info_from_uri-1069	['get_contact_info_from_uri', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_CONTACT', 'ACTION_SET_TIMER', 'send_message']
[]	Get me the phone contact from content://contacts/devices/line/home987.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/devices/line/home987'}}	Sure, I'm on it. Getting the phone contact from content://contacts/devices/line/home987.	get_contact_info_from_uri-1085	['search_location', 'ACTION_OPEN_DOCUMENT', 'get_contact_info_from_uri', 'ACTION_VIEW_CONTACT', 'web_search']
[]	I require access to the input method settings to adjust my keyboard layout.	{'plan': 'open_settings', 'arguments': {'setting_type': 'input_method'}}	Opening input method settings now.	open_settings-1156	['ACTION_GET_RINGTONE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_IMAGE_CAPTURE', 'ACTION_PICK', 'open_settings']
[]	Bring up the input method settings on the device.	{'plan': 'open_settings', 'arguments': {'setting_type': 'input_method'}}	OK, opening input method settings.	open_settings-1119	['send_email', 'ACTION_CREATE_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA', 'open_settings', 'ACTION_SET_TIMER']
[]	Let me check my Bluetooth options on this device.	{'plan': 'open_settings', 'arguments': {'setting_type': 'bluetooth'}}	Sure, opening Bluetooth settings for you.	open_settings-1140	['open_settings', 'get_contact_info', 'ACTION_PICK', 'ACTION_SET_ALARM', 'get_contact_info_from_uri']
[]	I need to change my APN settings.	{'plan': 'open_settings', 'arguments': {'setting_type': 'apn'}}	No problem, opening APN settings.	open_settings-1114	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'send_email', 'get_contact_info', 'send_message', 'open_settings']
[]	Bring up the memory card settings to see its current configuration.	{'plan': 'open_settings', 'arguments': {'setting_type': 'memory_card'}}	Navigating to memory card settings now.	open_settings-1148	['ACTION_SET_TIMER', 'send_email', 'open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_GET_CONTENT']
[]	I would like to adjust my date and time settings.	{'plan': 'open_settings', 'arguments': {'setting_type': 'date'}}	Opening date and time settings...	open_settings-1127	['open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_EDIT_CONTACT', 'send_email', 'dial']
[]	Let's open the display settings panel.	{'plan': 'open_settings', 'arguments': {'setting_type': 'display'}}	Display settings are now open for you.	open_settings-1157	['open_settings', 'ACTION_INSERT_EVENT', 'ACTION_INSERT_CONTACT', 'send_message', 'INTENT_ACTION_VIDEO_CAMERA']
[]	I need to access my location settings to adjust geo-location services.	{'plan': 'open_settings', 'arguments': {'setting_type': 'location'}}	Navigating to location settings now.	open_settings-1159	['open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_CREATE_DOCUMENT', 'ACTION_IMAGE_CAPTURE', 'ACTION_EDIT_CONTACT']
[]	Show me the controls for location services.	{'plan': 'open_settings', 'arguments': {'setting_type': 'location'}}	Here are the location settings.	open_settings-1146	['ACTION_CREATE_DOCUMENT', 'ACTION_GET_CONTENT', 'send_message', 'ACTION_INSERT_EVENT', 'open_settings']
[]	Let's adjust the language & input settings on my phone.	{'plan': 'open_settings', 'arguments': {'setting_type': 'locale'}}	Navigating to language and input settings.	open_settings-1120	['get_contact_info', 'open_settings', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIEW_CONTACT', 'ACTION_GET_RINGTONE']
[]	Search for the Golden Gate Bridge.	{'plan': 'search_location', 'arguments': {'query': 'Golden Gate Bridge'}}	Searching for the Golden Gate Bridge.	search_location-1171	['search_location', 'open_settings', 'get_contact_info', 'ACTION_VIEW_CONTACT', 'send_message']
[]	Locate the Lincoln Memorial in Washington, D.C. for me.	{'plan': 'search_location', 'arguments': {'query': 'Lincoln Memorial, Washington, D.C.'}}	Alright, locating the Lincoln Memorial in Washington, D.C.	search_location-1185	['web_search', 'INTENT_ACTION_VIDEO_CAMERA', 'open_settings', 'ACTION_SHOW_ALARMS', 'search_location']
[]	Please locate the Little Mermaid statue in Copenhagen.	{'plan': 'search_location', 'arguments': {'query': 'Little Mermaid, Copenhagen'}}	Searching for the Little Mermaid statue in Copenhagen now.	search_location-1210	['search_location', 'get_contact_info', 'web_search', 'ACTION_GET_CONTENT', 'ACTION_OPEN_DOCUMENT']
[]	I want to find out where the Pyramids of Giza are located. Please look it up.	{'plan': 'search_location', 'arguments': {'query': 'Pyramids of Giza'}}	Okay, I'm now searching for the location of the Pyramids of Giza.	search_location-1172	['ACTION_VIDEO_CAPTURE', 'ACTION_GET_CONTENT', 'ACTION_GET_RINGTONE', 'search_location', 'ACTION_PICK']
[]	Search for the University of Oxford on the map.	{'plan': 'search_location', 'arguments': {'query': 'University of Oxford'}}	Alright, pinpointing the University of Oxford on the map.	search_location-1196	['ACTION_GET_CONTENT', 'search_location', 'ACTION_PICK', 'open_settings', 'ACTION_GET_RINGTONE']
[]	I want to find the geographic position of the Acropolis in Athens. Can you search it?	{'plan': 'search_location', 'arguments': {'query': 'Acropolis, Athens'}}	Yes, I can. Searching for the Acropolis in Athens.	search_location-1211	['INTENT_ACTION_VIDEO_CAMERA', 'web_search', 'search_location', 'ACTION_SET_ALARM', 'open_settings']
[]	I'm looking for the location of the Metro Center station in Washington, D.C. Please search it.	{'plan': 'search_location', 'arguments': {'query': 'Metro Center station, Washington, D.C.'}}	Searching for the Metro Center station in Washington, D.C...	search_location-1195	['ACTION_INSERT_EVENT', 'ACTION_IMAGE_CAPTURE', 'search_location', 'web_search', 'ACTION_SET_TIMER']
[]	Could you search for 221B Baker Street?	{'plan': 'search_location', 'arguments': {'query': '221B Baker Street'}}	Okay, searching for 221B Baker Street now.	search_location-1162	['dial', 'ACTION_VIEW_CONTACT', 'search_location', 'ACTION_VIDEO_CAPTURE', 'web_search']
[]	Can you locate the Space Needle in Seattle?	{'plan': 'search_location', 'arguments': {'query': 'Space Needle, Seattle'}}	Yes, I can locate the Space Needle in Seattle for you.	search_location-1200	['ACTION_SHOW_ALARMS', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_INSERT_EVENT', 'send_email', 'search_location']
[]	Identify the location of Red Square in Moscow.	{'plan': 'search_location', 'arguments': {'query': 'Red Square, Moscow'}}	Okay, I'm searching for Red Square in Moscow.	search_location-1182	['search_location', 'ACTION_GET_CONTENT', 'ACTION_INSERT_EVENT', 'ACTION_IMAGE_CAPTURE', 'ACTION_EDIT_CONTACT']
[]	Could you send an email to emily@designstudio.com and attach design_sketches.pdf?	{'plan': 'send_email', 'arguments': {'to': 'emily@designstudio.com', 'attachments': ['design_sketches.pdf']}}	Okay, emailing emily@designstudio.com with the attachment design_sketches.pdf.	send_email-1249	['ACTION_INSERT_EVENT', 'ACTION_SHOW_ALARMS', 'send_email', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_GET_CONTENT']
[]	Compose a quick email to bob@company.com and mention that I'll call him later.	"{'plan': 'send_email', 'arguments': {'to': 'bob@company.com', 'body': ""I'll call him later.""}}"	Sure, I've drafted an email to bob@company.com saying 'I'll call him later'. Go ahead and send it?	send_email-1219	['get_contact_info', 'ACTION_VIEW_CONTACT', 'send_email', 'ACTION_GET_CONTENT', 'dial']
[]	Prepare an email for helen@school.edu to send her assignment submission, and attach image1.png and image2.png to it.	{'plan': 'send_email', 'arguments': {'to': 'helen@school.edu', 'attachments': ['image1.png', 'image2.png']}}	Email to helen@school.edu with attachments image1.png and image2.png is ready. Send it now?	send_email-1225	['send_email', 'ACTION_SHOW_ALARMS', 'dial', 'ACTION_VIDEO_CAPTURE', 'get_contact_info']
[]	Can you prepare an email for support@service.net with the subject 'Issue Report' stating that the issue persists?	{'plan': 'send_email', 'arguments': {'to': 'support@service.net', 'subject': 'Issue Report', 'body': 'The issue persists'}}	Creating an email to support@service.net with the subject 'Issue Report' and the message 'The issue persists'.	send_email-1241	['send_message', 'ACTION_INSERT_CONTACT', 'send_email', 'ACTION_PICK', 'ACTION_GET_RINGTONE']
